tez_no,yazar,yıl,title,üniversite,tez_türü,konu,tez_detay
60783,CİHAT YÜCEL,1987,POR-8\'in (Ornithine-8-vazopressin) lokal vazokonstriktör olarak halothen anestezisinde değerlendirilmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Anestezi ve Reanimasyon = Anesthesiology and Reanimation," onclick=tezDetay('NdgrAx5MbeFgRjoN98gQvA','NdgrAx5MbeFgRjoN98gQvA')"
9528,M.VAHİT BARKAL,1990,Üst batın ameliyatlarında 10 CM H2O peepin arteryel PO2\'ye etkileri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Anestezi ve Reanimasyon = Anesthesiology and Reanimation," onclick=tezDetay('fUJdJwwX3AtzKm_lsDnGVg','fUJdJwwX3AtzKm_lsDnGVg')"
9529,NUR AYDINLI,1990,Üst ve alt üriner sistem enfeksiyonlarının ayrılmasında serumda CRP ve idrarda B2 (Beta 2) MG\'in yeri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('u5qGWrmBktYrQS2nfDMNzg','u5qGWrmBktYrQS2nfDMNzg')"
1558,SABAHATTİN UMMAN,1987,Bronşial astımlı 30 hastada oral 20 mg nifedipinin kronik bkonkoobstrüksiyon ve karbakol ile bronkoprovokasyona etkisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Göğüs Hastalıkları = Chest Diseases," onclick=tezDetay('pu6BXGjL1Q2_KVP8CxamcQ','pu6BXGjL1Q2_KVP8CxamcQ')"
1559,NURBAY ATEŞ,1987,Pentylenetetrazole nöbetleri sırasında oluşan bölgesel kan-beyin bariyeri hasarlanmasındaki yaşa bağlı değişiklikler<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Fizyoloji = Physiology," onclick=tezDetay('QShV3zbF3cGtwJkdnlQNWQ','QShV3zbF3cGtwJkdnlQNWQ')"
1560,GÜL KİLİMCİ,1987,Çeşitli muayene maddelerinden izole edilen proteus mirabilis suşlarının tip tayini<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Mikrobiyoloji = Microbiology," onclick=tezDetay('aSVL8mw7hm-LFwUtm9zlLg','aSVL8mw7hm-LFwUtm9zlLg')"
1562,MEHMET ALİ ÇOBANOĞLU,1987,Akut miyokard infarktüsünde intravenöz heparin tedavisi ile alınan sonuçlar (karşılaştırmalı bir çalışma)<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Kardiyoloji = Cardiology," onclick=tezDetay('xjjS7iTSQ0tj1aJNvU5rEA','xjjS7iTSQ0tj1aJNvU5rEA')"
1563,MEHMET ALİ BEDİRHAN,1987,Bölgesel myokard iskemisi sonrası oluşan reperfüzyon aritmilerinin önlenmesinde Prenilamin\'in rolü<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Göğüs Kalp ve Damar Cerrahisi = Thoracic and Cardiovascular Surgery," onclick=tezDetay('fPsFzbxBuqxCH4iEhfR7aQ','fPsFzbxBuqxCH4iEhfR7aQ')"
7198,SİNAN GÖKER,1989,Deneysel olarak tolrestatin izole sıçan lens kültürlerinde şeker kataraktının oluşumunu önlemedeki etkisinin incelenmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('3E7xTWTakqvcmgVXjrZpqg','3E7xTWTakqvcmgVXjrZpqg')"
7199,AHMET GÜNDÜZ,1989,Afaki ve psödofakide optik düzeltme yöntemlerinin binoküler görmeyle kontrast duyarlık üzerine olan etkileri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('7VzhiMz5aEs9sJhbKJ82Ag','7VzhiMz5aEs9sJhbKJ82Ag')"
7200,ERDAL KAYAÖZ,1989,Mesane kanseri tedavisinde radyoterapinin değeri ve sağkalım üzerine etkisinin retrospektif olarak incelenmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Onkoloji = Oncology," onclick=tezDetay('hvxoPKOStU91l_mV-9iifA','hvxoPKOStU91l_mV-9iifA')"
7461,CEM BONEVAL,1989,Mesane ekstrofisi onarımında iliyak osteotomi ve eksternal aproksimatörün yeri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('ekQtTzq6z1VlUAwXfl3DCg','ekQtTzq6z1VlUAwXfl3DCg')"
7462,ÖZNUR HASANOĞLU,1989,60 kronik ürtikerli olguda prick testle saptanan allerjenler<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Dermatoloji = Dermatology," onclick=tezDetay('Sea75-wZ-KNFyVZejVOxag','Sea75-wZ-KNFyVZejVOxag')"
7463,MUHAMMED FARAHMAND,1989,Primer gastrointestinal lenfomalar<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Genel Cerrahi = General Surgery," onclick=tezDetay('MVfh6DaV9cI3yIoxl6z2yA','MVfh6DaV9cI3yIoxl6z2yA')"
7464,GÜNEŞ KIZILTAN,1989,Parkinson hastalığında motor belirti ve bulguların şiddeti ile H refleks düzelme eğrisinin ilişkisi<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Nöroloji = Neurology," onclick=tezDetay('nOQ4zpoW8_X3X_J_trha6g','nOQ4zpoW8_X3X_J_trha6g')"
6643,H.TUFAN KUTLU,1989,Çocukluk çağı karaciğer hastalıklarında serum prealbuminin karaciğer fonksiyon testi olarak değerlendirilmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('0L0T9k3ZuC4W4NB7DFrlgA','0L0T9k3ZuC4W4NB7DFrlgA')"
1564,MUZAFFER SEZER,1987,Karın ciltaltı yağ dokusu iğne biyopsisinin sistemik amiloidoz tanısındaki değeri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Endokrinoloji ve Metabolizma Hastalıkları = Endocrinology and Metabolic Diseases," onclick=tezDetay('aMCmc8gJ5DdGQVvFCEgtSw','aMCmc8gJ5DdGQVvFCEgtSw')"
1565,ZEKİ C. ERKSUN,1986,Pektoralis major kas-deri flebi ile yumuşak doku rekonstraksiyonu<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Plastik ve Rekonstrüktif Cerrahi = Plastic and Reconstructive Surgery," onclick=tezDetay('erDOW4PcDPxsNUdeLfjFkQ','erDOW4PcDPxsNUdeLfjFkQ')"
1566,R.ATİLLA ARINCI,1987,Baş ve boyun kanserleri tedavisinde radikal boyun disseksiyonları<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Onkoloji = Oncology," onclick=tezDetay('onWL6qggsYlLSszXZ2f73Q','onWL6qggsYlLSszXZ2f73Q')"
1567,NEVİN ÖZMEN,1987,İnfertilite vakalarında histerosalpingografi ve laparoskopi bulgularının birlikte değerlendirilmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Kadın Hastalıkları ve Doğum = Obstetrics and Gynecology," onclick=tezDetay('hetLgvoi1-Qt_M1di7SVfQ','hetLgvoi1-Qt_M1di7SVfQ')"
1568,A.REŞİDE ALKIŞ,1987,İnfertil olgularda tubaperitoneal faktör ve tuba patolojilerinin birlikte değerlendirilmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Kadın Hastalıkları ve Doğum = Obstetrics and Gynecology," onclick=tezDetay('1DRJzRMAOpfpHWlLgSrk9g','1DRJzRMAOpfpHWlLgSrk9g')"
14,AŞER BENSUSAN,1986,Türkiye\'de serebral hareket bozukluklarının etiyolojisi epidemiyolojisi ve bazı klinik özellikleri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('O9q5MA0M4yzTvR2o8-WnMg','O9q5MA0M4yzTvR2o8-WnMg')"
9538,N.HİCABİ TAŞBAŞ,1990,Bronşiyal astımlı hastalarda kalsiyum kanal blokeri nifedipinin etkisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('NgSLGCuJtxjNlMy8Wh1lmg','NgSLGCuJtxjNlMy8Wh1lmg')"
7465,CANAN DAVUT,1989,Tokolizin düşük doğum ağırlığı insidensine etkisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Kadın Hastalıkları ve Doğum = Obstetrics and Gynecology," onclick=tezDetay('Fxi2MCIhEGGoZDg7tFShbQ','Fxi2MCIhEGGoZDg7tFShbQ')"
7466,HALİL YANARDAĞ,1989,Diabetes mellitusda diabetik nöropati ağırlığı ile HbA1C düzeyi diabet süresi ve diabetik retinopati arasında ilişkiler<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Endokrinoloji ve Metabolizma Hastalıkları = Endocrinology and Metabolic Diseases," onclick=tezDetay('Xz8uACSFge5A4yh2PusrPQ','Xz8uACSFge5A4yh2PusrPQ')"
7467,ALPASLAN MERTAN,1989,Mesane tümörlerinin bilgisayarlı tomografi ile evrelendirilmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Radyoloji ve Nükleer Tıp = Radiology and Nuclear Medicine," onclick=tezDetay('sfpzzB-A1Q5xklHy049Zmg','sfpzzB-A1Q5xklHy049Zmg')"
7468,ASIM YÜRÜKER,1989,Ayak hastalıklarında triple artrodez ameliyatlarının yeri ve sonuçları<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Ortopedi ve Travmatoloji = Orthopedics and Traumatology," onclick=tezDetay('pLVcO1R1yLQ9xVfVdhqLPg','pLVcO1R1yLQ9xVfVdhqLPg')"
7469,YALÇIN SOYSAL,1989,İndüksiyonda intranazal nitrogliserinin göziçi basıncına etkisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Anestezi ve Reanimasyon = Anesthesiology and Reanimation," onclick=tezDetay('9Dd484h7-F9S86cDL1GK7w','9Dd484h7-F9S86cDL1GK7w')"
7470,ENGİN YENİLMEZ,1989,Dışarıdan verilen estrogeninin sıçan testis morfolojisi üzerine etkisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Morfoloji = Morphology," onclick=tezDetay('C8cMTJ0tAsg7mEKgKQx1dQ','C8cMTJ0tAsg7mEKgKQx1dQ')"
60417,AHMET AYTAN,1987,Larenks kanserinde okült boyun metastaz kavramı ve tedavisinde elektif boyun disseksiyonunun yeri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Kulak Burun ve Boğaz = Otorhinolaryngology (Ear-Nose-Throat) ; Onkoloji = Oncology," onclick=tezDetay('xzPkZO5ILZNPZx5gnV1ppg','xzPkZO5ILZNPZx5gnV1ppg')"
22550,A. ZÜMRÜT ARSEVEN,1984,Beslenme bozukluğunda saçta çinko ve bakır düzeyleri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('H_U1mqWuzhjztBGUkyPZsQ','H_U1mqWuzhjztBGUkyPZsQ')"
9539,SEMİRAMİS SADIKOĞLU,1990,Süt çocuklarında boğmaca aşısının karbonhidrat metabolizmasına etkisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('TUkXtGAuSXH5OFR0p1X4Vg','TUkXtGAuSXH5OFR0p1X4Vg')"
18,AYGÜN DİNDAR,1987,Çocuklarda akut stres hiperglisemisinde hormonal değişikliklerin ve kısa süreli prognozun incelenmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('8bQ1IMPqlclXbN3kRBSFrQ','8bQ1IMPqlclXbN3kRBSFrQ')"
7458,M.İLHAN ÖZBEK,1989,Allerjik rinitte ultrastrüktürel yapı<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Kulak Burun ve Boğaz = Otorhinolaryngology (Ear-Nose-Throat)," onclick=tezDetay('T9tTNVGRkWKeQgmMR-tAuw','T9tTNVGRkWKeQgmMR-tAuw')"
7459,ŞULE SEÇKİN,1988,Yaşlanma ve lipit peroksidasyonu arasındaki ilişkinin farelerin karaciğerlerinde incelenmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Biyokimya = Biochemistry," onclick=tezDetay('IXJBtKog58RbLbz1UAQv5w','IXJBtKog58RbLbz1UAQv5w')"
7460,GÜLDAL KUTALP,1988,Asetaldehit ve etanolün sıçanların karaciğer lipit peroksit ve glutatyon düzeylerine etkilerinin karşılaştırılması<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Biyokimya = Biochemistry," onclick=tezDetay('bxRMjhkNHwHrrRmwFNc2_Q','bxRMjhkNHwHrrRmwFNc2_Q')"
6250,OSMAN PİNÇE,1989,Termindeki yenidoğanda ilk üç gün içindeki T4 ve TSH değerlerinin incelenmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('BNPAf2fjyagI6NskSBfUwQ','BNPAf2fjyagI6NskSBfUwQ')"
6251,HASAN ADATAŞ,1989,Bir kalsiyum antagonisti olan nifedipinin aminofilinin etkileri üzerindeki rolü<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Göğüs Hastalıkları = Chest Diseases," onclick=tezDetay('rH4ybdPncHP7OmP1BBx4QA','rH4ybdPncHP7OmP1BBx4QA')"
6252,GÜLHAN BAYRI,1989,Kalsiyum antagonistlerinin trombosit agregasyonu üzerine etkileri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Kardiyoloji = Cardiology," onclick=tezDetay('nkQJ2Q5JJa8L-39DHvUxIg','nkQJ2Q5JJa8L-39DHvUxIg')"
6311,SERDAR KÜÇÜKOĞLU,1989,Akut myokard enfarktüsünde serum karnitin düzeyleri ve diğer kardiak enzimlerle ilişkisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Kardiyoloji = Cardiology," onclick=tezDetay('MLNlay7aC7YGD9Cd29twsQ','MLNlay7aC7YGD9Cd29twsQ')"
6312,ABDÜLHADİ KATBİ,1989,Serebrovasküler hastalıklarında klinik ve bilgisayarlı tomografi özelliklerinin prognostik değeri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Nöroloji = Neurology," onclick=tezDetay('Y0a25WjWC8AXhK3gw08Ulg','Y0a25WjWC8AXhK3gw08Ulg')"
60429,İBRAHİM KHALİL QAQİSH,1987,Omuzun eklem dışı romatizmal hastalıklarında fizik tedavi ile alınan sonuçlar<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Fiziksel Tıp ve Rehabilitasyon = Physical Medicine and Rehabilitation," onclick=tezDetay('w7S49-YfjkdRsn7xwwiZHQ','w7S49-YfjkdRsn7xwwiZHQ')"
6313,MİNE SUN,1989,Uzun süreli fraksiyone epidural morfin uygulaması<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Anestezi ve Reanimasyon = Anesthesiology and Reanimation," onclick=tezDetay('gEl2tiAIc2AYmOH30CfRQw','gEl2tiAIc2AYmOH30CfRQw')"
6652,AYFER HELVA,1989,İlerlemiş mide ve kolerektal kanserde 5-fluorouracil+cisplatinum ve/veya folinic acid tedavisinin sonuçları<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Onkoloji = Oncology," onclick=tezDetay('Z4Ehn-kxQGK-gf_uQp5WZg','Z4Ehn-kxQGK-gf_uQp5WZg')"
6653,UFUK DENİZLİ,1989,İntraskrotal patolojilerde ultrasonografinin tanı değeri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Radyoloji ve Nükleer Tıp = Radiology and Nuclear Medicine," onclick=tezDetay('1LCBX0qTHHo-dYTaPJx-uw','1LCBX0qTHHo-dYTaPJx-uw')"
60370,MEHMET BİLGİN SAYDAM,1987,İkinci kuşak göçmenler ve psikoaktif madde bağımlılığı<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Psikiyatri = Psychiatry," onclick=tezDetay('WLEKP7DYaaYA9OkIWj9W2w','WLEKP7DYaaYA9OkIWj9W2w')"
60371,MUSTAFA SERCAN,1987,Depresif bozukluklarda bedensel belirtilerin önemi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Psikiyatri = Psychiatry," onclick=tezDetay('9TWKQ78cbWlGlM4b4VFdAQ','9TWKQ78cbWlGlM4b4VFdAQ')"
60502,ÖZDEN BÜYÜKBABA,1987,Koyun ve kedilerde toksoplazma infeksiyonu sıklığının araştırılması<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Mikrobiyoloji = Microbiology," onclick=tezDetay('yHKdXKaNqy3vFP3RgoAPsw','yHKdXKaNqy3vFP3RgoAPsw')"
60503,NİLGÜN BÜYÜKÖREN,1987,P. Aeruginosa suşlarının H serotiplendirimi ve çeşitli H serotiplerindeki suşlarının O serogruplarına dağılımı<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Mikrobiyoloji = Microbiology," onclick=tezDetay('cmZAPZEP2yh9bjP7kioiXQ','cmZAPZEP2yh9bjP7kioiXQ')"
6253,CENGİZHAN TÜRKOĞLU,1989,Hasta sinüs sendromunda elektrofizyolojik çalışmalar<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Kardiyoloji = Cardiology," onclick=tezDetay('hCAyCNjP83VY61FQU7HW-A','hCAyCNjP83VY61FQU7HW-A')"
60655,ADNAN ARSEVEN,1987,"İzole gonadotropin yetersizlikli erkeklerde klinik, laboratuvar ve tedavi sonuçlarının değerlendirilmesi<br><span style='font-style: italic';>",İstanbul Üniversitesi,Tıpta Uzmanlık,Endokrinoloji ve Metabolizma Hastalıkları = Endocrinology and Metabolic Diseases," onclick=tezDetay('L8hj-MQdK52aZOxVw8sa-w','L8hj-MQdK52aZOxVw8sa-w')"
6088,MURAT ÖZKAN,1989,"Ranitidinein plasebo ile mukayeseli olarak plazma total lipit, total kolesterol ve trigliserid düzeylerine etkileri<br><span style='font-style: italic';>",İstanbul Üniversitesi,Tıpta Uzmanlık,Gastroenteroloji = Gastroenterology," onclick=tezDetay('H8lVAc10Xq38mEQom6qkLQ','H8lVAc10Xq38mEQom6qkLQ')"
12956,F.FERHAN AKICI(BİÇİCİ),1990,Konjenital kalp hastalarında skolyoz sıklığı ve özelliklerinin incelenmesi<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('6rSmi25kn0VFDvtQbpXZcQ','6rSmi25kn0VFDvtQbpXZcQ')"
37446,İNCİ AYAN,1990,Kanser tedavisinin boy uzamasına etkileri<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Onkoloji = Oncology," onclick=tezDetay('8g8lnqF3OmvUvaMABFQtNQ','8g8lnqF3OmvUvaMABFQtNQ')"
12104,MUHİTTİN PİŞİRİCİ,1990,Adenoidit ve tonsillitte odyometrik ve timpanometrik bulgular<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Kulak Burun ve Boğaz = Otorhinolaryngology (Ear-Nose-Throat)," onclick=tezDetay('oqa-O_TFqjOEHZk_LTFdHA','oqa-O_TFqjOEHZk_LTFdHA')"
12774,MÜZEYYEN TEKİN,1990,İntrauterin gelişme geriliği olgularının doppler dalga eğrileri ile değerlendirilmesi<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Kadın Hastalıkları ve Doğum = Obstetrics and Gynecology," onclick=tezDetay('UPK7IaPtqdzobzmeU8v9cA','UPK7IaPtqdzobzmeU8v9cA')"
12775,SEMİH YÜCE,1990,Viskoelastik maddelerin (%1 sodyum hyaluronat) katarakt ameliyatı sonrası göziçi basıncına etkisi<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('NWXkJ8nZLK1JMGNeMF1sew','NWXkJ8nZLK1JMGNeMF1sew')"
12943,MELİH GÜRSOY,1990,Sıçanlarda karagenin hava kesesi yangısında H1 ve H2 reseptörlerinin rolü<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Eczacılık ve Farmakoloji = Pharmacy and Pharmacology," onclick=tezDetay('D5NAx3QPOjsxe9MwHQ_aqQ','D5NAx3QPOjsxe9MwHQ_aqQ')"
159149,EMEL TAŞDELEN,1989,0-24 ay arası ateşli çocuklarda bakteriyemi oranı<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('eqw2xhXRE5Nc_ANb4N86KA','Cona8y5surEdsQ105QAb2w')"
159150,HARZEM ÖZGER,1984,Kalça cerrahisinde yüzey değiştirme astroplastisi ve wagner protezi<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Ortopedi ve Travmatoloji = Orthopedics and Traumatology," onclick=tezDetay('M13beWlITlZGaIFyG80u5g','NGslk4KBEDquGVtot10NBA')"
12944,MEHMET MURAT SOYSAL,1990,Akut miyokard infarktüsü geçiren hastalarda hipertansiyon ve retinal damarlardaki hipertansif değişikliklerin diğer hipertansif parametrelerle ilişkisi<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Kardiyoloji = Cardiology," onclick=tezDetay('ax_2oV7n4pFM5ohO2vVCpw','ax_2oV7n4pFM5ohO2vVCpw')"
18623,SEVEN OSMAN MUSTAFA,1990,40 eritema nodozum vakasında klinik ve laboratuvar araştırma sonuçları<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Dermatoloji = Dermatology," onclick=tezDetay('rMNFUeP7i38wcayHZVi4KA','rMNFUeP7i38wcayHZVi4KA')"
18624,NESİMİ BÜYÜKBABANİ,1990,"Membranoproliferatif glomerülonefritler-ışık mikroskopik, elektronmikroskopik özellikler ve klinik bulgular ile ilişki araştırılması<br><span style='font-style: italic';> ",İstanbul Üniversitesi,Tıpta Uzmanlık,Patoloji = Pathology," onclick=tezDetay('DR_DEwPZsCvgMu7WjFF7pA','DR_DEwPZsCvgMu7WjFF7pA')"
12780,KUBİLAY KARŞIDAĞ,1990,Karaciğer hastalıklarında \'serum glutamat dehidrogenaz enzimi\'nin önemi<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Gastroenteroloji = Gastroenterology," onclick=tezDetay('4U7Xb_d3KF3Y9kyeaZxnJw','4U7Xb_d3KF3Y9kyeaZxnJw')"
12958,GÜLSEREN ARSLAN,1990,Kronik böbrek yetmezlikli ve böbrek fonksiyonları normal çocuklarda amikasin kullanımı ve toksisitesinin araştırılması<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('2_q14crpzPuWEHsF1AhmVg','2_q14crpzPuWEHsF1AhmVg')"
8072,BEYHAN YAYLALI,1990,Kollegenaz yöntemiyle izole edilen langerhans adacıklarında Ba+2 + teofilinin insülin salınımına etkisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Biyokimya = Biochemistry," onclick=tezDetay('ypewFZ3Q5KbmjMJNM6Z-Fw','ypewFZ3Q5KbmjMJNM6Z-Fw')"
12781,ERKUT ERKURT,1990,Fıçı şeklindeki (barrel-shaped) serviks uteri kanseri<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Onkoloji = Oncology," onclick=tezDetay('hc_ZBgMuVDyJ2NxoTyUDxw','hc_ZBgMuVDyJ2NxoTyUDxw')"
12959,FÜSUN OKAN,1990,Büyüme hormonu eksikliği olgularında lenfositlerde protein sentez aktivitesinin in vitro yöntemle araştırılması ve büyüme hormonu tedavisinin protein sentezine etkileri<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('XLDxtxTx3IAnocRvrM7k8A','XLDxtxTx3IAnocRvrM7k8A')"
12960,RAİF ÜÇSEL,1990,"Solid tümörlerde serum A vitamini, B karoten ve retinol bağlayıcı protein düzeyleri<br><span style='font-style: italic';> ",İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('0vlkL8cLbLBpp1Wwl_pCsg','0vlkL8cLbLBpp1Wwl_pCsg')"
12764,SEMİH ESİN,1990,Anti-idiotipik monoklonal antikor üretimi ve kullanım alanları<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Allerji ve İmmünoloji = Allergy and Immunology," onclick=tezDetay('wDK1fYtsXkKtFEvdtYZScA','wDK1fYtsXkKtFEvdtYZScA')"
